Time_Sample	C0101	C0102	C0201	C0202	C0301	C0302	C0401	C0402	C0501	C0502	C0601	C0602	C0701	C0702	C0801	C0802	C0901	C0902	C1001	C1002
13.0	0.25973657950384504	0.23293746978656762	0.2282675192727911	0.23907507614784382	0.24925197673514277	0.2591619806089072	0.24327304302462652	0.23927555152131097	0.2325476485883387	0.2583887090270002	0.2518468286776221	0.2582501356375303	0.23266042330585465	0.24761748605918624	0.2309117489317857	0.2653813682324773	0.24614723023134083	0.24506006509606099	0.25806067479475386	0.24483271010834723
14.0	0.25020027542123796	0.2557667658955632	0.2393094840215478	0.24686048244497472	0.24893549676013013	0.25113448790299997	0.24100954707420089	0.25123389262899387	0.23970567277613142	0.24343052097475348	0.2319215709506744	0.2337337952575339	0.25642205737551	0.2530839140127504	0.26099271507585553	0.25730934354861096	0.24227316721388134	0.24169489325423396	0.27404227021563654	0.24687176663721191
15.0	0.25528322342942283	0.24071951340376885	0.2559147786806948	0.24255734565555842	0.2527323226428445	0.22920848831835686	0.24694450774697538	0.2528276483602201	0.26614510711965206	0.24082029546007935	0.26086807326719436	0.2557460855702875	0.23269276212698872	0.2517832625169262	0.25453693907528757	0.24511063435635574	0.25424027767436874	0.24712596938402906	0.26110223719580505	0.26005448983512713
16.0	0.23549900257228806	0.2545588504570366	0.24961333970069588	0.2442280581407392	0.23525860745030483	0.24926603079952994	0.2447777796387167	0.2702838320863887	0.25305766453426576	0.25369473944215637	0.2570525338798115	0.24507005569799162	0.24849163649818104	0.2455798090728357	0.22523548089767856	0.259246685024974	0.24864262440403004	0.2390925432239744	0.2279297394002095	0.24333149119806907
17.0	0.2388979551022573	0.25985471000352384	0.2686181748739958	0.26237257853057844	0.27533645621253466	0.2578485237088462	0.23839289795444304	0.2751739553032254	0.24159114607670515	0.2488435238329216	0.2587757623100902	0.2661683712402226	0.2510182316242608	0.25749112078516523	0.22727539649993347	0.2392437458056589	0.23161854858987763	0.2397721822204836	0.2469609481008708	0.2595849230048671
18.0	0.252718666402495	0.24007542131376894	0.27335942727409024	0.2337865758575948	0.24931114457462494	0.25055233104114605	0.2508230996435778	0.24666408577651086	0.2553752056918518	0.25173532251485015	0.24279031331776513	0.2570128890605281	0.2521927022931113	0.25415527806670557	0.251920672233521	0.2480747465774601	0.24636064525601525	0.2527095829407213	0.24691067269805805	0.2442290491019922
19.0	0.2684387109235773	0.2688483414493879	0.2552448380799555	0.2512261994161789	0.2519718378624091	0.23404658085787822	0.2500212167679141	0.24319234776021248	0.2719296292255278	0.26180078365568993	0.24863667272452372	0.2640818163334231	0.24717880453047536	0.26930164962745057	0.2472068860293559	0.24551746553889897	0.23138522462723363	0.2421576550902297	0.2473715775794588	0.2519134654541021
20.0	0.24526649854247828	0.2708633440268551	0.26339458107936664	0.25378454936238837	0.2620205042688144	0.26582630416310044	0.250265063722437	0.23918301566207445	0.2461462010717585	0.2551120284022606	0.26351005305251285	0.24156931935603027	0.2601805354351307	0.254105577064471	0.25608566012585954	0.25703952804921165	0.2603030150524543	0.25054684011895906	0.2331887681863257	0.25707489883385315
21.0	0.25066534571247434	0.24853387810737762	0.2446761687471291	0.23050820237792546	0.2537781810270428	0.2592344556964508	0.26191027482102724	0.26363647280857555	0.252906682304393	0.2696847742719719	0.2503019339402144	0.24800656992888598	0.24914476972102229	0.24248372155429143	0.24950377151830722	0.2486523997760117	0.24363325780945025	0.24146098742340452	0.24114734748870523	0.2721059919534249
22.0	0.23695596110332912	0.2636232397729297	0.25140094865162543	0.2575914433842447	0.24410199968455504	0.246862619995457	0.26024503300256696	0.2565247834949479	0.24923542453616318	0.25761747882083913	0.25440546189830027	0.2607534833362701	0.26465593493716916	0.24498493530936444	0.24454941065912397	0.25556805678156114	0.24300584789811663	0.2496960105964564	0.24644775838663444	0.2579963525874245
23.0	0.2595829669479495	0.25008720464463546	0.24612309062908103	0.25030464237682887	0.24291484615321726	0.254736501599267	0.251704421639586	0.24202762945274814	0.26238655973091163	0.24371516189428374	0.264889391785114	0.2646512505519646	0.23629955535279998	0.24705840064418672	0.25114996702839715	0.25924386627352186	0.24309858755277683	0.2354445847384015	0.2551447546318955	0.2310620730108861
24.0	0.2378089093087164	0.24469526306847	0.2573146112064266	0.2675573957476468	0.24949590543436828	0.24861020330539593	0.2577144640432366	0.2578998992644012	0.2335469355169805	0.24471303958633772	0.22445941153126783	0.2536253336839826	0.258402109907027	0.24856972173787442	0.24524477314902557	0.24287382060973686	0.24078182462410763	0.2592643359408496	0.25677174366234995	0.24498814080476655
25.0	0.25680765726967597	0.2512652898160217	0.23371895423702313	0.26040553801126126	0.2684882527889786	0.2695800103569598	0.26106983534204486	0.2578061324012327	0.23909989040035357	0.2613530347856066	0.23602904826392362	0.2546375735951629	0.24938060792903421	0.2619279010398211	0.25081903096278996	0.2488284403629597	0.2486293209187126	0.2521076632490252	0.24944918021619542	0.23700719638695508
26.0	0.2623998339044652	0.24151468488126032	0.22398350862642233	0.23945053446894396	0.2562296753819208	0.25409891454640626	0.2426232241114663	0.24822187032246407	0.24851014678330546	0.25161667415116346	0.2423295693963434	0.2403949902173667	0.25029383640605146	0.2573995558394902	0.23731191608806634	0.2600665603306092	0.2604871479083122	0.2444396568843219	0.23098287734545392	0.2456817044213674
27.0	0.24604654433586257	0.2478350915787322	0.26443878435678825	0.25819435222805737	0.24996529531868333	0.2638508315977987	0.24806674617837995	0.24570157981668697	0.2417703391078617	0.24434306868337272	0.27242582377590663	0.2611367595122499	0.24375075316845002	0.26985584806660323	0.2440718392342933	0.23903643770735677	0.24022917021220702	0.25126783268555425	0.2703300526894062	0.24912530022673635
28.0	0.2796966134738051	0.24534800494485887	0.25123160260124083	0.25587825659753727	0.25986668499597837	0.24175890923438748	0.24418696080763413	0.24219122389218356	0.2510850737633517	0.25911587464923963	0.25927263572285664	0.24275660997617715	0.25619971672237773	0.23568484163624948	0.2566135905387857	0.24267820008890822	0.2467198447836213	0.2443324601780965	0.25970065643008666	0.2593825479617434
29.0	0.23697516152055895	0.2579805350678681	0.2546635824322176	0.2580862736487341	0.24995270756316862	0.2503565588643646	0.23115146972175327	0.27424505794930093	0.2651880316217379	0.2568142168723785	0.2620395322784209	0.24817848242610774	0.2726920717385779	0.2510574053981453	0.24979688951254045	0.2490994522946478	0.2537958417949322	0.2415974700091658	0.25685891451914017	0.26455555110988266
30.0	0.25339866529871197	0.2524197344123541	0.2552262368008164	0.264260721936556	0.25941344053356624	0.2648803594053437	0.2624084418851928	0.25811807705371315	0.2512213980073278	0.23608837462774837	0.2525236855667066	0.2443186073013601	0.2568039889770977	0.24069932675806655	0.258705803725239	0.2509795416420421	0.2709068972022316	0.2542927517050225	0.2551173467202848	0.26150163458057246
31.0	0.2441690916418135	0.24735028933552855	0.2590035706509342	0.2546633965341093	0.26536599746978073	0.24933861394497037	0.2426442688912619	0.24743222226682585	0.25434395789629055	0.2571262928446849	0.24415430030252602	0.2391843088679859	0.23903939658780426	0.23994372260002853	0.2398447160106076	0.23935183966013934	0.258820096359799	0.24957331926377962	0.252008711787952	0.2478437004265438
32.0	0.2410583728623278	0.2602398456343561	0.2559540933297947	0.2562153393479116	0.26533835892070523	0.21822932971641334	0.24953607205430234	0.27282126356118974	0.24926236694665374	0.2667306826423096	0.2563159268596474	0.2549271991608622	0.24109013482230351	0.2459349565127036	0.24661714128431397	0.2428330822481449	0.26999323589883095	0.2393063830236152	0.2503488457676458	0.2603971554136446
33.0	0.2571569454309539	0.2568362211855319	0.24759384280814126	0.25358942964940373	0.2669977710214315	0.2561991516668371	0.2506613973251502	0.23035477121029066	0.27313998278020546	0.2467649008914999	0.24053833781365702	0.2465029563303243	0.24355010952620743	0.2546635361793844	0.2558372546551841	0.2548697205653842	0.2627316633870696	0.2466293088200308	0.24998121148670047	0.2654382621967349
34.0	0.25476912033221205	0.26335641023101325	0.24990015137424101	0.247797273431899	0.24887620612306105	0.24657211771530096	0.2678402634403024	0.25753366209367184	0.2525349712280776	0.24778205075131562	0.26291994413515696	0.2642279720464887	0.2470456451164419	0.2577037305892303	0.2593945921924816	0.2708112389600401	0.2463943909753868	0.25290822105989924	0.2485357142679893	0.2550196267262868
35.0	0.24275813326517154	0.24764032165846198	0.2538108863902254	0.25531496470128756	0.2365887605949975	0.23759272846238233	0.23926112770101943	0.25796894647551266	0.24989422427272237	0.24575235355510386	0.2523836595103506	0.26554117310469494	0.24994826947270837	0.24339678844956128	0.25253772709349637	0.24809666505461667	0.24757765122988282	0.2629645181534929	0.25424402276117575	0.25907879768108943
36.0	0.25406442094824927	0.2529363252950768	0.23559139520225442	0.247582664809218	0.26130343301254383	0.25506219631255206	0.2330526598815783	0.2603260198478421	0.25509603312413537	0.254485995659499	0.2594675062930998	0.2539897014999727	0.24994099430493688	0.25012872179980195	0.23285844408301687	0.25717847060643717	0.24640736524024018	0.25038784268811354	0.26085777650943115	0.2431902090898983
37.0	0.2490768711072976	0.2487330180450248	0.23393324628562753	0.2562977886016341	0.2457741134197801	0.2470545410474587	0.2519483874166464	0.2453697529329389	0.25620930908912476	0.24340297035542557	0.2636870323093077	0.23877989249182618	0.2543909930803363	0.26647392469639863	0.25567794043490727	0.2551604149320968	0.25466232406648953	0.24843349619606006	0.2420299832331708	0.24722412176129122
38.0	0.25083155660203826	0.23452944644443458	0.2398333209833401	0.2517191650431243	0.2455527573602615	0.2583824992589456	0.27385511728323725	0.2464416217995292	0.25472440476641817	0.24502685721506617	0.25540890678892164	0.26553996027804555	0.24872770744499204	0.25266636036663925	0.2540057905457983	0.2579383784376387	0.26798263739777833	0.2514839339741756	0.25671433730468796	0.25099139516577956
39.0	0.24889590804347417	0.25296794748100937	0.24501231893713896	0.24972694113890848	0.24336479002057174	0.2505351797799742	0.242121188750009	0.24536040818847835	0.2692661678012117	0.25197992088301335	0.2505185948582248	0.26208904430678287	0.2594916261468657	0.25119850577328373	0.24920112548157722	0.2505491596651438	0.2566326448497005	0.24808587729095563	0.24930411902811941	0.25041613660127776
40.0	0.2559836376502999	0.24319693496031336	0.24243388868100965	0.2270706813929921	0.252766118951185	0.25197444810365033	0.2521588165013159	0.24170370825838783	0.25127102737895485	0.2517636023455384	0.242002818330956	0.24505108303010834	0.2541882506147251	0.24633485385272896	0.2536477863056523	0.24745756131250835	0.25678484210082336	0.26081293759717633	0.244891022268105	0.26635210115101154
41.0	0.24157976659662186	0.25511452418061115	0.25553894251970666	0.24401810346924815	0.2589365397124624	0.25420081351680435	0.25445184192814924	0.2631339084951384	0.24178633052002452	0.24498879613186889	0.23932007692152374	0.25511303505490035	0.23508542094167398	0.25648661226701613	0.25494372824750877	0.2582682363781323	0.24122985812122016	0.258181969605119	0.25916523580745043	0.265395754652921
42.0	0.2625267482998521	0.22912427977012628	0.2634792591619156	0.23276907220680282	0.2500668852124744	0.2430062695989355	0.24380285940336044	0.2442689997060859	0.2346864451207704	0.2386540185358189	0.2541289317559777	0.24829248236461762	0.2532827075966239	0.25795740822215696	0.23864860852044723	0.24544466428552197	0.24928579895738312	0.24019818214899463	0.2558042010910285	0.2571247273290888
43.0	0.24918488844242428	0.2707329484445385	0.2545268097774795	0.2541541108135084	0.2540376306189865	0.26424302278653644	0.25373056281700496	0.26711033871641426	0.2574400937533441	0.24748292585032805	0.24631906504143397	0.2248491399587586	0.24971918484047131	0.2499030033571193	0.2622748880082652	0.2391712501929733	0.24903345398919433	0.24859240558391776	0.2609434018881808	0.2742166226764943
44.0	0.24927328941359284	0.2324658829903948	0.25107947350869403	0.2685128910787036	0.2475808957348237	0.25066394858843033	0.23909508571648444	0.2621246984421907	0.2370889143666649	0.2518594356446047	0.24296111881271146	0.24797718674108193	0.2589262507776799	0.24000460160524748	0.262423209462195	0.25446925783542396	0.26468109078712576	0.2708993736001657	0.23464097899599506	0.26347566392854305
45.0	0.24193519102287286	0.2570353659258523	0.25338344036965693	0.2562988782822009	0.2412654719863089	0.24414467195474293	0.24538194413570721	0.2467645145963502	0.24441542547653203	0.2467153773106808	0.25228561173970515	0.24524375630560918	0.25254480257414735	0.23141004872559098	0.24371433242976598	0.23650456831455383	0.23407113602949856	0.25573390165942156	0.2520546023256697	0.2622182485075121
46.0	0.27010107028891206	0.24145577086798437	0.2723463823087346	0.2722605932173797	0.24618507910074025	0.2572671577062181	0.2630054123878973	0.23568605176672186	0.2622486240431287	0.26056154767845036	0.2503073206103618	0.24606143393593366	0.24180514616329904	0.2527928465207778	0.24853535885643202	0.24838300200714442	0.2555634993396262	0.2671495209778998	0.25318377305911266	0.2780193797661336
47.0	0.24800727472683654	0.22980209048209002	0.2476606641214396	0.24175360152323067	0.25757664455889673	0.24028383308962775	0.25499196168520966	0.26175717799306614	0.2608613693238877	0.25513412115946854	0.26315404377690904	0.24022765795239745	0.24811151165816447	0.2341861206674949	0.24714137410456463	0.26939841393369074	0.23762605949577048	0.2435494921906658	0.2684288319578477	0.26806149204031693
48.0	0.2463092858176754	0.2563620697770366	0.24178720330648248	0.2556915973484511	0.25037263704976964	0.24592083215725044	0.2402686739926635	0.249456481608598	0.24809103872155192	0.25417404116969095	0.25027648097554994	0.26220387611161783	0.24987347235751015	0.2546238011964968	0.2444803323579092	0.24308762262258002	0.2491442745770682	0.25863023069037894	0.2599779405064005	0.28613301805343705
49.0	0.2495558091598889	0.24604755018149232	0.26667662352329435	0.2587413810281214	0.26195523014837707	0.24031320337095874	0.24141079276120986	0.25106312368101613	0.2491032154691386	0.2681246055390554	0.23634417085204573	0.24608596202975336	0.23558812848112026	0.245079585768698	0.24842538164970873	0.2426458233901498	0.24830504726042169	0.25494981026920277	0.25462222970174403	0.28317178674412785
50.0	0.2477589840776324	0.2511847290567999	0.2505398223800026	0.2398083091351716	0.2343187725675637	0.22225286941579053	0.2635424522923458	0.2523086305586897	0.24082857521970516	0.24310243391665512	0.25144092130447915	0.23846330861122558	0.26555608002842485	0.23514583691562851	0.23264058934215853	0.24719627448769338	0.25433437797074204	0.265314663696923	0.25011781443626807	0.3019976201030266
51.0	0.2475652088770095	0.2539132089978232	0.2617198198811403	0.25703533646579774	0.2476870646473001	0.2524514906321269	0.2555934838016709	0.2700117057325134	0.2526193657351277	0.24918169179804453	0.2378325146797681	0.2552756363290847	0.2594822037472374	0.24901131429472856	0.2657617576503293	0.23920674805012632	0.24372489938157105	0.24934337776985263	0.2794812656183071	0.30278280378353806
52.0	0.25436740093161847	0.23333791454265737	0.25686945029312785	0.25043356834154284	0.24646839282672797	0.2391298075164647	0.24512968764346657	0.2469943397502656	0.25899972866480464	0.24303833112794	0.25432688115356233	0.2508556966857867	0.26429159998049306	0.25648180645939256	0.2494261951910568	0.25458086994795853	0.26036463474772853	0.2584823338302306	0.27334401453116625	0.31815825914804013
53.0	0.2571813976975329	0.2455221912838697	0.2526850782467025	0.253119432334179	0.25124524770515505	0.2591994751715821	0.2549500960892237	0.2582834834155472	0.24020761662341814	0.25418512735573706	0.2589157896626635	0.2585352102555269	0.2561964252487713	0.24519721941997277	0.24655949411555259	0.24556125629143108	0.24909416837848597	0.2496861990188646	0.25839920547458695	0.30480905363090294
54.0	0.25702911058218386	0.26035305376833806	0.25055658250004537	0.2629740966184395	0.258389553595392	0.2539955487140322	0.2625313073016402	0.2461213661364633	0.25999832184327404	0.2472210037855402	0.26344938274294605	0.25569515944060045	0.2461796480214934	0.2511855306431603	0.27177471566764144	0.23410518116940193	0.2657758638922511	0.2502155184261768	0.28991814745546124	0.32527901394474773
55.0	0.24535914141882764	0.25006510851946484	0.23756609738590181	0.23884285515870568	0.24846914253326208	0.25376268823666837	0.2504577629918352	0.2472059351494936	0.2668752279791201	0.25692335925642446	0.25373211877751206	0.2594698565506602	0.2341218307599104	0.2389658742983329	0.2487859322141052	0.24059893396288967	0.24510350379917203	0.2640950793760956	0.29575691545333227	0.3400084021256861
56.0	0.25699987401259866	0.24948283228488347	0.26276236730874464	0.24696149499279482	0.24564535013020292	0.26296122983402365	0.2511128732931547	0.25549606547956916	0.25648096106888474	0.25225631468657095	0.2526481824632298	0.2714393451971263	0.2387338646753256	0.2551322346405708	0.2498395206654824	0.23413962006704706	0.2521108887714849	0.25507239189895275	0.2962478382891447	0.366172929873629
57.0	0.25821367108881615	0.2327827595941698	0.24631087268094543	0.24587071837035926	0.24921238659499795	0.24219806440991934	0.23867534129253326	0.25423960889696295	0.25309972942909953	0.2596964372130543	0.2526904068543928	0.24705450656001926	0.2526459073235498	0.24957376389264552	0.249098388064238	0.2625553947045575	0.25600711469529747	0.25437974086355036	0.3199051041115098	0.35539471077354673
58.0	0.25069226527376987	0.2576100092904768	0.24747049189250028	0.2660785995656363	0.26388255843077624	0.255380173401902	0.2514395382282012	0.23188887421557056	0.255372738872868	0.2602237578516827	0.25242232013395355	0.2553389227195122	0.26682093248096567	0.2592563939372098	0.24399354717412453	0.260759069957995	0.2629435467726723	0.24307830710113962	0.3142824052480696	0.37906986286437333
59.0	0.26153780472193533	0.23195187032359021	0.27475942458428126	0.2531169815385614	0.23740360574720143	0.24359683504676982	0.23978779269336276	0.22878206698852432	0.24842013386413123	0.23979722705561635	0.24917167962167244	0.2220305941662271	0.238919321729296	0.2416343788223322	0.24340454239618084	0.2528776904316439	0.2453323975683126	0.24425622959731083	0.31662472663416125	0.39503454308977587
60.0	0.25874124236296964	0.263384205581462	0.25746959559476035	0.2673095908296388	0.2284482878700551	0.2588329418906792	0.23491013789059537	0.24558708982663338	0.2597348480927897	0.24462808193824176	0.25695668144094747	0.23848509183586675	0.24157423744590323	0.23734911437482212	0.22139143113290016	0.2648903666627996	0.25122356414982133	0.25565508433608825	0.326322367994311	0.39577353768833257
61.0	0.25327991231363295	0.24759537370165527	0.24593342862141943	0.2592189446684003	0.2565226917055715	0.2506655583958469	0.2621529827633745	0.23752990997333304	0.24473607536862746	0.2572336389314804	0.25958919747795794	0.2542361591239648	0.2588551923434166	0.2555056382123078	0.2593694857015022	0.25624580099331706	0.2512036171678618	0.2548010945071797	0.3162964640640295	0.39170024410489773
62.0	0.25049667428209804	0.2599595542323758	0.24037254101618588	0.24647247023817503	0.2488813368908175	0.25339334781464407	0.23097549570938003	0.23399230975134896	0.24246765471107665	0.2532004528110725	0.24122864912848951	0.2472887272715118	0.24281037829350302	0.25457817893301743	0.2373208089992069	0.25789695120212364	0.2640660145519715	0.24593135608508337	0.33393640342884534	0.393483817474975
63.0	0.22953966394528497	0.2681234530491804	0.2502612053992854	0.22313657284588392	0.2510874391325558	0.24730640077075056	0.23058046806783508	0.2528442292719366	0.243185073164607	0.252607948657634	0.25897098763127835	0.25832428670958346	0.24495770514672918	0.24062459757888788	0.2502134197381748	0.24871315245710982	0.2438203337689341	0.2653858913535142	0.34764255512021613	0.3963836990767828
64.0	0.2469856425229838	0.24180173321359735	0.2516379538790175	0.2516575710720392	0.2588918044637223	0.24988455839006563	0.2786864109911376	0.25327080702522664	0.2547610336013772	0.2516762195820896	0.2406041298143813	0.2394351897118669	0.2392530844607994	0.2397736143109245	0.26601937030255923	0.24365181415916415	0.2478721681662909	0.2665737210564125	0.3409388556486607	0.40773601095500345
65.0	0.2450092477090259	0.2569965672918204	0.25234824800541517	0.2516486483600387	0.26528044986103216	0.26023209847436946	0.27178329542555646	0.25496436727243305	0.25031237703074005	0.253447321100809	0.24817917552578075	0.24182607598203282	0.2345949490400861	0.24811741265687087	0.24175262645913037	0.25406132102371437	0.25852028629641066	0.2621339128059993	0.35177182231112686	0.4112929106969312
66.0	0.2583649241814362	0.2614862943919091	0.24660637896073626	0.2285691256073387	0.24791377899486094	0.23455460054259294	0.2514778641420376	0.23614279295386362	0.23763920454331458	0.23511739436636772	0.2515610446197535	0.24332014462031942	0.2591500008429335	0.2577987013718386	0.241706913373483	0.25427943783172646	0.24238752885928938	0.24843425644892964	0.34653906764082987	0.39659043033750824
67.0	0.22854141975613396	0.2629040078976942	0.24549930617857324	0.24980406728647142	0.25038970621070705	0.253184679342426	0.25030308773573845	0.25696799952679944	0.25664566852643733	0.2495574530275508	0.240073249741034	0.24108606175931285	0.258492805807591	0.241312483295051	0.26638681784291524	0.24933737934241396	0.24454916927470502	0.24125882943867852	0.34670840551181886	0.40515262224543513
68.0	0.25252956914207425	0.2547571901458284	0.24549775323016945	0.2526070267418414	0.24616687916598567	0.2543229028613734	0.24906434482765824	0.2519700625215383	0.24832287433837197	0.24955915477389015	0.24234821602731912	0.27422474213113857	0.2517961005969002	0.24174608373841266	0.24600413578501013	0.2662314560432216	0.2556155148880307	0.23909543785439252	0.36348196513852127	0.41659881484421396
69.0	0.24068266768795107	0.2355228248742436	0.24806973001120863	0.24675809858854092	0.2364036700071197	0.23213655615388157	0.24560854489530873	0.2602179828309275	0.25719832380090785	0.25813130562855446	0.24382993778457682	0.24886162769731782	0.2584950933332163	0.24428653548896367	0.24017176343091753	0.24970199681414712	0.25867562928955823	0.24651291872696135	0.3673066726573914	0.434585908064403
70.0	0.24659192902894606	0.25141517375325995	0.24539028302613453	0.24333925202006151	0.2519499333108635	0.24780239028494805	0.23704038036967937	0.2337513382144458	0.25722892619931614	0.24523809886382672	0.24110799094816615	0.2408118006296579	0.25014190595192953	0.231547936126642	0.2574627158843272	0.24241924526713138	0.25823409911020245	0.26936256343967324	0.36672077093361993	0.42756927210368795
71.0	0.23547213035086806	0.2541820686938041	0.24568453563190315	0.25338475314916703	0.24732235088325366	0.242241257425725	0.23976797427956453	0.24842448356061342	0.24936046069170167	0.2578588975261299	0.24385146125889295	0.26076721916925033	0.24811591049401596	0.25552141563515973	0.2396843454553311	0.2666762355045825	0.2544173822820657	0.2696927076074416	0.395895998870176	0.4161995960462031
72.0	0.2435089491633431	0.23985844055769956	0.23293794836274992	0.25350252532458417	0.24647102404466176	0.2548441893556044	0.2421588818280556	0.24605011856937464	0.23794792819392102	0.24885129338222425	0.26296079471221484	0.25056706395180994	0.25723801164662563	0.2534616949632474	0.2321604655929315	0.24770266728121096	0.26012650705302537	0.2521404759395411	0.37462740566087144	0.43726084740281035
73.0	0.26260379511411225	0.24982294995738924	0.2646129622450656	0.2416739284650263	0.24922493696345577	0.27707030013830364	0.26061288047153686	0.24739069289021046	0.25100362861729913	0.253707054777255	0.24922657551616728	0.23767700177387419	0.2435951643897724	0.24802667534786108	0.2472171655229096	0.25645633669932827	0.25343700752642556	0.2409294885371788	0.39950108170779797	0.43945269156819794
74.0	0.246193673649255	0.24440303750557657	0.24022562105531997	0.2611946064713114	0.2524782901309443	0.25984126824758513	0.24587974909583166	0.2410145195420569	0.23766507038139695	0.2579947922841638	0.2629662948213771	0.24850541832272086	0.24986666190231377	0.2446972541235684	0.268893415952725	0.2667847228162819	0.2586980086415795	0.23706958209794224	0.38348294486876905	0.45017775642936103
